Sub-Category,% Sales Proft Ratio,% Sales Proft Ratio L,Profit Ratio,Category,City,Country,Customer Name,Discount,Manufacturer,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State
Chairs,0.25,25,0.25,Furniture,Greenwood,United States,Mark Hamilton,0,Global,1,12-11-2013,US-2013-143448,46142,Global Commerce Series High-Back Swivel/Tilt Chairs,356,5,Central,1425,Consumer,12-11-2013,Same Day,Indiana
Furnishings,0.28,28,0.28,Furniture,Saint Charles,United States,Trudy Glocke,0,Other,1,09-08-2014,CA-2014-128783,63301,"DataProducts Ampli Magnifier Task Lamp, Black,",38,5,Central,135,Consumer,09-08-2014,Same Day,Missouri
Chairs,0.27,27,0.27,Furniture,Detroit,United States,Cynthia Arntzen,0,Other,1,09-02-2014,CA-2014-145653,48205,Harbour Creations 67200 Series Stacking Chairs,135,7,Central,498,Consumer,09-02-2014,Same Day,Michigan
Chairs,0.25,25,0.25,Furniture,Detroit,United States,John Lee,0,Global,1,12/17/2012,US-2012-138121,48205,"Global Value Steno Chair, Gray",137,9,Central,547,Consumer,12/17/2012,Same Day,Michigan
Chairs,-0.03,-3,-0.03,Furniture,Aurora,United States,Ralph Ritter,0.3,Other,1,12-12-2014,CA-2014-162565,60505,GuestStacker Chair with Chrome Finish Legs,-15,2,Central,520,Consumer,12-12-2014,Same Day,Illinois
Tables,-0.27,-27,-0.27,Furniture,Dallas,United States,Ryan Akin,0.3,Bevis,1,10/31/2014,CA-2014-152583,75217,"Bevis Round Conference Table Top, X-Base",-68,2,Central,251,Consumer,10/31/2014,Same Day,Texas
Chairs,-0.23,-23,-0.23,Furniture,Fort Worth,United States,Maurice Satty,0.3,Office Star,1,5/27/2013,CA-2013-119186,76106,Office Star Flex Back Scooter Chair with White Frame,-89,5,Central,388,Consumer,5/27/2013,Same Day,Texas
Chairs,-0.14,-14,-0.14,Furniture,Amarillo,United States,Joel Eaton,0.3,Hon,1,10/15/2012,CA-2012-139731,79109,HON 5400 Series Task Chairs for Big and Tall,-350,5,Central,2453,Consumer,10/15/2012,Same Day,Texas
Furnishings,-0.85,-85,-0.85,Furniture,Aurora,United States,Ralph Ritter,0.6,Electrix,1,12-12-2014,CA-2014-162565,60505,Electrix Halogen Magnifier Lamp,-66,1,Central,78,Consumer,12-12-2014,Same Day,Illinois
Furnishings,-0.83,-83,-0.83,Furniture,Houston,United States,Mick Crebagga,0.6,Eldon,1,8/25/2012,CA-2012-168809,77041,"Eldon Executive Woodline II Desk Accessories, Mahogany",-17,2,Central,20,Consumer,8/25/2012,Same Day,Texas
Furnishings,-0.53,-53,-0.53,Furniture,Dallas,United States,Ryan Akin,0.6,DAX,1,10/31/2014,CA-2014-152583,75217,"DAX Metal Frame, Desktop, Stepped-Edge",-9,2,Central,16,Consumer,10/31/2014,Same Day,Texas
Furnishings,-0.48,-48,-0.48,Furniture,Skokie,United States,Dave Brooks,0.6,Howard Miller,1,12/15/2014,CA-2014-107629,60076,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",-27,3,Central,56,Consumer,12/15/2014,Same Day,Illinois
Furnishings,-0.6,-60,-0.6,Furniture,Houston,United States,Neoma Murray,0.6,Eldon,1,12-01-2012,US-2012-105676,77036,"Eldon Image Series Desk Accessories, Burgundy",-4,4,Central,7,Consumer,12-02-2012,Same Day,Texas
Furnishings,-0.5,-50,-0.5,Furniture,Houston,United States,Mick Crebagga,0.6,Nu-Dell,1,8/25/2012,CA-2012-168809,77041,Nu-Dell EZ-Mount Plastic Wall Frames,-4,5,Central,8,Consumer,8/25/2012,Same Day,Texas
Furnishings,-1.1,-110,-1.1,Furniture,Skokie,United States,Dave Brooks,0.6,Other,1,12/15/2014,CA-2014-107629,60076,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",-293,6,Central,266,Consumer,12/15/2014,Same Day,Illinois
Furnishings,-0.73,-73,-0.73,Furniture,Dallas,United States,Claire Gute,0.6,C-Line,1,10/15/2012,US-2012-123918,75217,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",-95,6,Central,131,Consumer,10/15/2012,Same Day,Texas
Furnishings,-0.43,-43,-0.43,Furniture,Chicago,United States,Helen Abelman,0.6,Eldon,1,11/13/2012,CA-2012-153073,60610,"Eldon Imàge Series Desk Accessories, Clear",-7,9,Central,17,Consumer,11/13/2012,Same Day,Illinois
Furnishings,0.47,47,0.47,Furniture,Columbus,United States,Troy Blackwell,0,GE,1,3/21/2014,CA-2014-154214,47201,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",1,1,Central,3,Consumer,3/26/2014,Second Class,Indiana
Furnishings,0.3,30,0.3,Furniture,Detroit,United States,Pete Kriz,0,Other,1,09-06-2013,CA-2013-115756,48227,Aluminum Document Frame,4,1,Central,12,Consumer,09-08-2013,Second Class,Michigan
Chairs,0.11,11,0.11,Furniture,Taylor,United States,Ashley Jarboe,0,Novimex,1,11/19/2013,CA-2013-115378,48180,Novimex Swivel Fabric Task Chair,33,2,Central,302,Consumer,11/24/2013,Second Class,Michigan
Chairs,0.12,12,0.12,Furniture,Detroit,United States,Pete Kriz,0,Office Star,1,09-06-2013,CA-2013-115756,48227,Office Star - Ergonomically Designed Knee Chair,29,3,Central,243,Consumer,09-08-2013,Second Class,Michigan
Chairs,0.24,24,0.24,Furniture,Jackson,United States,Andy Reiter,0,Office Star,1,1/17/2014,CA-2014-138289,49201,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,73,3,Central,303,Consumer,1/19/2014,Second Class,Michigan
Furnishings,0.31,31,0.31,Furniture,Marion,United States,Tamara Manning,0,DAX,1,1/30/2014,CA-2014-160927,52302,"DAX Value U-Channel Document Frames, Easel Back",5,3,Central,15,Consumer,02-01-2014,Second Class,Iowa
Furnishings,0.31,31,0.31,Furniture,Minneapolis,United States,Karl Braun,0,Seth Thomas,1,1/31/2012,CA-2012-149587,55407,"Seth Thomas 13 1/2"" Wall Clock",17,3,Central,53,Consumer,02-05-2012,Second Class,Minnesota
Chairs,-0.27,-27,-0.27,Furniture,San Antonio,United States,Pamela Stobb,0.3,Novimex,1,5/26/2012,CA-2012-143147,78207,Novimex Swivel Fabric Task Chair,-29,1,Central,106,Consumer,5/28/2012,Second Class,Texas
Chairs,-0.26,-26,-0.26,Furniture,Houston,United States,Chuck Magee,0.3,Office Star,1,10/21/2013,CA-2013-133697,77095,Office Star - Ergonomically Designed Knee Chair,-15,1,Central,57,Consumer,10/25/2013,Second Class,Texas
Chairs,-0.07,-7,-0.07,Furniture,Houston,United States,Logan Currie,0.3,Global,1,6/26/2013,CA-2013-101693,77070,"Global Value Mid-Back Manager's Chair, Gray",-6,2,Central,85,Consumer,6/28/2013,Second Class,Texas
Chairs,-0.01,-1,-0.01,Furniture,San Angelo,United States,John Murray,0.3,Global,1,12-02-2013,CA-2013-130393,76903,"Global Push Button Manager's Chair, Indigo",-1,2,Central,85,Consumer,12-04-2013,Second Class,Texas
Chairs,-0.27,-27,-0.27,Furniture,Evanston,United States,Beth Paige,0.3,Global,1,10-03-2011,CA-2011-153976,60201,"Global High-Back Leather Tilter, Burgundy",-70,3,Central,258,Consumer,10-08-2011,Second Class,Illinois
Chairs,-0.13,-13,-0.13,Furniture,League City,United States,Maria Bertelson,0.3,Hon,1,10-10-2014,CA-2014-163125,77573,Hon Every-Day Chair Series Swivel Task Chairs,-33,3,Central,254,Consumer,10-12-2014,Second Class,Texas
Chairs,-0.07,-7,-0.07,Furniture,Chicago,United States,Arthur Gainer,0.3,Global,1,9/13/2012,CA-2012-136728,60623,"Global Value Steno Chair, Gray",-12,4,Central,170,Consumer,9/17/2012,Second Class,Illinois
Chairs,-0.07,-7,-0.07,Furniture,San Angelo,United States,John Murray,0.3,Other,1,12-02-2013,CA-2013-130393,76903,"Situations Contoured Folding Chairs, 4/Set",-18,5,Central,248,Consumer,12-04-2013,Second Class,Texas
Chairs,-0.04,-4,-0.04,Furniture,San Antonio,United States,Pamela Stobb,0.3,Global,1,5/26/2012,CA-2012-143147,78207,"Global Stack Chair with Arms, Black",-4,5,Central,105,Consumer,5/28/2012,Second Class,Texas
Tables,-0.19,-19,-0.19,Furniture,El Paso,United States,Trudy Schmidt,0.3,Bevis,1,01-03-2014,CA-2014-147207,79907,"Bevis Oval Conference Table, Walnut",-170,5,Central,913,Consumer,01-05-2014,Second Class,Texas
Tables,-0.11,-11,-0.11,Furniture,Houston,United States,Kean Thornton,0.3,KI,1,09-11-2013,CA-2013-146206,77095,KI Adjustable-Height Table,-34,5,Central,301,Consumer,9/15/2013,Second Class,Texas
Chairs,-0.27,-27,-0.27,Furniture,Naperville,United States,Vivek Sundaresam,0.3,Global,1,5/24/2012,US-2012-165512,60540,"Global High-Back Leather Tilter, Burgundy",-164,7,Central,603,Consumer,5/26/2012,Second Class,Illinois
Chairs,-0.01,-1,-0.01,Furniture,Chicago,United States,Rob Lucas,0.3,Global,1,07-12-2012,CA-2012-126557,60610,"Global Push Button Manager's Chair, Indigo",-5,9,Central,384,Consumer,7/17/2012,Second Class,Illinois
Bookcases,-0.03,-3,-0.03,Furniture,Dallas,United States,Kean Thornton,0.32,Atlantic,1,5/31/2014,CA-2014-142461,75217,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",-6,1,Central,205,Consumer,06-04-2014,Second Class,Texas
Bookcases,-0.13,-13,-0.13,Furniture,Houston,United States,Anna Gayman,0.32,Riverside,1,09-09-2013,CA-2013-108987,77036,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",-317,4,Central,2396,Consumer,09-11-2013,Second Class,Texas
Bookcases,-0.32,-32,-0.32,Furniture,Dallas,United States,Amy Hunt,0.32,O'Sullivan,1,01-03-2012,CA-2012-141243,75217,O'Sullivan Living Dimensions 5-Shelf Bookcases,-438,9,Central,1352,Consumer,01-08-2012,Second Class,Texas
Tables,-0.68,-68,-0.68,Furniture,Chicago,United States,Ken Lonsdale,0.5,KI,1,06-05-2013,CA-2013-157749,60610,KI Conference Tables,-121,5,Central,177,Consumer,06-10-2013,Second Class,Illinois
Tables,-0.74,-74,-0.74,Furniture,Chicago,United States,Michelle Moray,0.5,Other,1,09-09-2014,US-2014-124968,60610,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,-567,7,Central,766,Consumer,9/14/2014,Second Class,Illinois
Furnishings,-0.28,-28,-0.28,Furniture,Chicago,United States,Rob Lucas,0.6,Other,1,07-12-2012,CA-2012-126557,60610,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",-2,1,Central,8,Consumer,7/17/2012,Second Class,Illinois
Furnishings,-1.05,-105,-1.05,Furniture,Saint Charles,United States,Rob Beeghly,0.6,Eldon,1,4/29/2013,CA-2013-167605,60174,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",-32,2,Central,30,Consumer,05-01-2013,Second Class,Illinois
Furnishings,-0.4,-40,-0.4,Furniture,Chicago,United States,Maribeth Schnelling,0.6,Eldon,1,03-05-2012,CA-2012-140221,60653,Eldon Wave Desk Accessories,-2,2,Central,5,Consumer,03-09-2012,Second Class,Illinois
Furnishings,-0.88,-88,-0.88,Furniture,Carrollton,United States,Aimee Bixby,0.6,Other,1,11/20/2014,CA-2014-158876,75007,Telescoping Adjustable Floor Lamp,-14,2,Central,16,Consumer,11/22/2014,Second Class,Texas
Furnishings,-0.8,-80,-0.8,Furniture,Houston,United States,Logan Currie,0.6,Eldon,1,6/26/2013,CA-2013-101693,77070,Eldon Executive Woodline II Cherry Finish Desk Accessories,-26,2,Central,33,Consumer,6/28/2013,Second Class,Texas
Furnishings,-0.3,-30,-0.3,Furniture,Houston,United States,Evan Bailliet,0.6,G. E.,1,10/17/2011,CA-2011-103086,77095,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,-2,2,Central,5,Consumer,10/19/2011,Second Class,Texas
Furnishings,-0.78,-78,-0.78,Furniture,Chicago,United States,Troy Staebel,0.6,Eldon,1,6/13/2014,CA-2014-124191,60610,"Eldon Expressions Wood Desk Accessories, Oak",-7,3,Central,9,Consumer,6/15/2014,Second Class,Illinois
Furnishings,-0.7,-70,-0.7,Furniture,Chicago,United States,Ken Lonsdale,0.6,Eldon,1,06-05-2013,CA-2013-157749,60610,Eldon 100 Class Desk Accessories,-3,3,Central,4,Consumer,06-10-2013,Second Class,Illinois
Furnishings,-0.4,-40,-0.4,Furniture,Chicago,United States,Ken Lonsdale,0.6,Other,1,06-05-2013,CA-2013-157749,60610,Staples,-5,3,Central,12,Consumer,06-10-2013,Second Class,Illinois
Furnishings,-0.6,-60,-0.6,Furniture,Houston,United States,Luke Foster,0.6,Other,1,12-06-2011,CA-2011-110030,77095,12-1/2 Diameter Round Wall Clock,-14,3,Central,24,Consumer,12-08-2011,Second Class,Texas
Furnishings,-0.43,-43,-0.43,Furniture,Houston,United States,Joy Smith,0.6,Advantus,1,12-03-2014,US-2014-147221,77036,Advantus Panel Wall Acrylic Frame,-4,4,Central,9,Consumer,12-05-2014,Second Class,Texas
Furnishings,-0.85,-85,-0.85,Furniture,Chicago,United States,Ken Lonsdale,0.6,Luxo,1,06-05-2013,CA-2013-157749,60610,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,-357,5,Central,420,Consumer,06-10-2013,Second Class,Illinois
Furnishings,-0.75,-75,-0.75,Furniture,Houston,United States,Joel Eaton,0.6,Eldon,1,11/26/2011,US-2011-147606,77070,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",-14,5,Central,19,Consumer,12-01-2011,Second Class,Texas
Furnishings,-0.65,-65,-0.65,Furniture,Dallas,United States,Liz Carlisle,0.6,Linden,1,11-07-2014,US-2014-119319,75217,"Linden 10"" Round Wall Clock, Black",-20,5,Central,31,Consumer,11-10-2014,Second Class,Texas
Furnishings,-0.58,-58,-0.58,Furniture,Frisco,United States,Erin Mull,0.6,Nu-Dell,1,06-05-2014,CA-2014-149720,75034,Nu-Dell Executive Frame,-17,6,Central,30,Consumer,06-08-2014,Second Class,Texas
Furnishings,-0.3,-30,-0.3,Furniture,Beaumont,United States,Sean Christensen,0.6,Other,1,12/16/2011,CA-2011-113257,77705,Longer-Life Soft White Bulbs,-3,7,Central,9,Consumer,12/18/2011,Second Class,Texas
Chairs,0.19,19,0.19,Furniture,New Albany,United States,Darren Powers,0,Global,1,4/18/2012,CA-2012-115742,47150,"Global Leather Task Chair, Black",17,1,Central,90,Consumer,4/22/2012,Standard Class,Indiana
Chairs,0.27,27,0.27,Furniture,Richmond,United States,Michael Moore,0,Global,1,12-04-2013,CA-2013-122063,47374,"Global Stack Chair with Arms, Black",8,1,Central,30,Consumer,12-08-2013,Standard Class,Indiana
Chairs,0.26,26,0.26,Furniture,Dearborn Heights,United States,Emily Phan,0,Global,1,03-04-2014,CA-2014-111815,48127,Global Ergonomic Managers Chair,47,1,Central,181,Consumer,03-11-2014,Standard Class,Michigan
Furnishings,0.21,21,0.21,Furniture,Columbus,United States,Ivan Liston,0,Tenex,1,08-11-2014,CA-2014-143063,47201,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",25,2,Central,121,Consumer,8/16/2014,Standard Class,Indiana
Furnishings,0.48,48,0.48,Furniture,New Albany,United States,Darren Powers,0,Other,1,4/18/2012,CA-2012-115742,47150,Longer-Life Soft White Bulbs,3,2,Central,6,Consumer,4/22/2012,Standard Class,Indiana
Tables,0.18,18,0.18,Furniture,Richmond,United States,Michael Moore,0,Hon,1,12-04-2013,CA-2013-122063,47374,Hon 5100 Series Wood Tables,105,2,Central,582,Consumer,12-08-2013,Standard Class,Indiana
Tables,0.16,16,0.16,Furniture,Rochester,United States,Charlotte Melton,0,Office Impressions,1,12/23/2014,CA-2014-146164,55901,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",97,2,Central,608,Consumer,12/27/2014,Standard Class,Minnesota
Bookcases,0.19,19,0.19,Furniture,Kenosha,United States,Dana Kaydos,0,Rush,1,03-08-2012,CA-2012-105627,53142,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",97,3,Central,513,Consumer,03-12-2012,Standard Class,Wisconsin
Chairs,0.09,9,0.09,Furniture,Detroit,United States,Bruce Stewart,0,Other,1,12-01-2013,CA-2013-156748,48227,High-Back Leather Manager's Chair,35,3,Central,390,Consumer,12-07-2013,Standard Class,Michigan
Chairs,0.09,9,0.09,Furniture,Detroit,United States,Fred McMath,0,Other,1,10-09-2012,CA-2012-124499,48227,High-Back Leather Manager's Chair,35,3,Central,390,Consumer,10/13/2012,Standard Class,Michigan
Chairs,0.2,20,0.2,Furniture,Midland,United States,Sam Craven,0,Hon,1,11-10-2011,CA-2011-121006,48640,Hon Every-Day Series Multi-Task Chairs,113,3,Central,564,Consumer,11/16/2011,Standard Class,Michigan
Chairs,0.19,19,0.19,Furniture,Rochester,United States,Carol Triggs,0,Global,1,9/26/2014,CA-2014-162481,55901,"Global Leather Task Chair, Black",51,3,Central,270,Consumer,9/30/2014,Standard Class,Minnesota
Chairs,0.24,24,0.24,Furniture,Oklahoma City,United States,Roland Fjeld,0,Office Star,1,7/30/2014,US-2014-130953,73120,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,73,3,Central,303,Consumer,08-04-2014,Standard Class,Oklahoma
Chairs,0.26,26,0.26,Furniture,Eau Claire,United States,Arthur Gainer,0,Hon,1,12-09-2013,CA-2013-160108,54703,Hon GuestStacker Chair,177,3,Central,680,Consumer,12/13/2013,Standard Class,Wisconsin
Furnishings,0.17,17,0.17,Furniture,Bloomington,United States,Ruben Dartt,0,Deflect-o,1,9/25/2013,CA-2013-154235,47401,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",22,3,Central,128,Consumer,9/29/2013,Standard Class,Indiana
Furnishings,0.3,30,0.3,Furniture,Richmond,United States,Rick Duston,0,DAX,1,12-02-2013,CA-2013-136434,47374,DAX Cubicle Frames - 8x10,5,3,Central,17,Consumer,12-08-2013,Standard Class,Indiana
Furnishings,0.42,42,0.42,Furniture,Columbus,United States,Maris LaWare,0,Eldon,1,5/30/2014,CA-2014-121580,47201,Eldon Wave Desk Accessories,3,3,Central,6,Consumer,06-05-2014,Standard Class,Indiana
Furnishings,0.11,11,0.11,Furniture,Detroit,United States,Ken Lonsdale,0,Eldon,1,08-01-2013,CA-2013-133550,48205,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,30,3,Central,273,Consumer,08-07-2013,Standard Class,Michigan
Furnishings,0.09,9,0.09,Furniture,Minneapolis,United States,Daniel Lacy,0,Deflect-o,1,05-08-2012,CA-2012-136798,55407,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",11,3,Central,124,Consumer,05-12-2012,Standard Class,Minnesota
Furnishings,0.42,42,0.42,Furniture,Milwaukee,United States,Chris McAfee,0,Nu-Dell,1,5/27/2013,CA-2013-149237,53209,Nu-Dell Float Frame 11 x 14 1/2,11,3,Central,27,Consumer,5/31/2013,Standard Class,Wisconsin
Bookcases,0.09,9,0.09,Furniture,Madison,United States,Jeremy Pistek,0,Sauder,1,12-09-2014,CA-2014-117324,53711,"Sauder Camden County Collection Libraries, Planked Cherry Finish",41,4,Central,460,Consumer,12/14/2014,Standard Class,Wisconsin
Furnishings,0.31,31,0.31,Furniture,Richmond,United States,Zuschuss Donatelli,0,Seth Thomas,1,04-04-2013,CA-2013-167682,47374,"Seth Thomas 13 1/2"" Wall Clock",22,4,Central,71,Consumer,04-10-2013,Standard Class,Indiana
Tables,0.22,22,0.22,Furniture,Detroit,United States,Andrew Allen,0,Hon,1,8/27/2013,CA-2013-114601,48234,Hon 4060 Series Tables,99,4,Central,448,Consumer,09-03-2013,Standard Class,Michigan
Chairs,0.29,29,0.29,Furniture,Oklahoma City,United States,Anna Andreadi,0,Hon,1,11/17/2012,CA-2012-110863,73120,Hon Olson Stacker Chairs,384,5,Central,1324,Consumer,11/24/2012,Standard Class,Oklahoma
Chairs,0.08,8,0.08,Furniture,Milwaukee,United States,Troy Blackwell,0,Global,1,12/30/2013,CA-2013-156300,53209,"Global Leather & Oak Executive Chair, Burgundy",60,5,Central,754,Consumer,01-03-2014,Standard Class,Wisconsin
Furnishings,0.06,6,0.06,Furniture,La Porte,United States,Denny Blanton,0,Eldon,1,6/27/2014,CA-2014-157091,46350,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,32,5,Central,526,Consumer,07-02-2014,Standard Class,Indiana
Furnishings,0.29,29,0.29,Furniture,Tulsa,United States,Duane Noonan,0,Electrix,1,5/28/2014,CA-2014-136882,74133,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",138,5,Central,477,Consumer,06-04-2014,Standard Class,Oklahoma
Chairs,0.29,29,0.29,Furniture,Tulsa,United States,Clay Ludtke,0,Global,1,3/22/2014,CA-2014-119452,74133,"Global Leather and Oak Executive Chair, Black",524,6,Central,1806,Consumer,3/28/2014,Standard Class,Oklahoma
Furnishings,0.34,34,0.34,Furniture,Wichita,United States,Carlos Daly,0,Executive Impressions,1,12/30/2013,CA-2013-122014,67212,"Executive Impressions 10"" Spectator Wall Clock",24,6,Central,71,Consumer,01-03-2014,Standard Class,Kansas
Furnishings,0.22,22,0.22,Furniture,Kenosha,United States,Dana Kaydos,0,Deflect-o,1,03-08-2012,CA-2012-105627,53142,Deflect-o Glass Clear Studded Chair Mats,82,6,Central,373,Consumer,03-12-2012,Standard Class,Wisconsin
Bookcases,0.08,8,0.08,Furniture,Eau Claire,United States,Arthur Gainer,0,Bush,1,12-09-2013,CA-2013-160108,54703,"Bush Westfield Collection Bookcases, Dark Cherry Finish",32,7,Central,406,Consumer,12/13/2013,Standard Class,Wisconsin
Chairs,0.26,26,0.26,Furniture,Columbus,United States,Zuschuss Carroll,0,Hon,1,9/13/2012,CA-2012-115567,47201,Hon Multipurpose Stacking Arm Chairs,394,7,Central,1516,Consumer,9/18/2012,Standard Class,Indiana
Chairs,0.22,22,0.22,Furniture,Kenosha,United States,Dana Kaydos,0,Hon,1,03-08-2012,CA-2012-105627,53142,Hon Mobius Operator's Chair,189,7,Central,861,Consumer,03-12-2012,Standard Class,Wisconsin
Tables,0.21,21,0.21,Furniture,Springfield,United States,Adam Shillingsburg,0,Bevis,1,11-09-2012,CA-2012-127509,65807,Bevis Round Conference Table Top & Single Column Base,215,7,Central,1024,Consumer,11/13/2012,Standard Class,Missouri
